country_code,year,ln_underval
COL,1994,-0.08015192896684686
COL,1995,-0.15588262761628857
COL,1996,-0.20503714529300954
COL,1997,-0.2778988603927124
COL,1998,-0.23025049943014553
COL,1999,-0.16260820037674817
COL,2000,-0.09951679905112853
COL,2001,-0.08283052721127837
COL,2002,-0.06005418026614606
COL,2003,0.010541688773485713
COL,2004,-0.14659302336924962
COL,2005,-0.29150948148196587
COL,2006,-0.29483759847931257
COL,2007,-0.4266977986725452
COL,2008,-0.48230039726998597
COL,2009,-0.4160297974208833
COL,2010,-0.5189862452295388
COL,2011,-0.5420644948397045
COL,2012,-0.6074030261858626
COL,2013,-0.6286737011255427
COL,2014,-0.5889507483034925
COL,2015,-0.3282084363468527
COL,2016,-0.31696037421880363
COL,2017,-0.3914736089447526
COL,2018,-0.39931769257265404
COL,2019,-0.29730537125988865
COL,2020,-0.18103572837113857
COL,2021,-0.23194440807716654
COL,2022,-0.2212659673757117
COL,2023,-0.2657372162071855
COM,1960,1.4461799434080411
COM,1961,1.46427037559408
COM,1962,1.5589931421483518
COM,1963,1.5029466366417854
COM,1964,1.4979074601724438
COM,1965,1.5115973193520407
COM,1966,1.5086991610231193
COM,1967,1.5249111455129494
COM,1968,1.4605892614581097
COM,1969,1.4644584166921555
COM,1970,1.6295051091909216
COM,1971,1.5795450719226176
COM,1972,1.4417808191006456
COM,1973,1.2242114627922338
COM,1974,1.1136534474179554
COM,1975,0.7513751558711215
COM,1976,0.7588698993341532
COM,1977,0.705093313577674
COM,1978,0.4642298471958166
COM,1979,0.26123907119874823
COM,1980,0.18657535197792274
COM,1981,0.2468479789775
COM,1982,0.39817539992184225
COM,1983,0.3894653086852451
COM,1984,0.5684559788370489
COM,1985,0.53985326883577
COM,1986,0.32076532462951346
COM,1987,0.12929778346133758
COM,1988,0.04625311517550723
COM,1989,0.026889159707044197
COM,1990,-0.21514462425027503
COM,1991,-0.25909009244494485
COM,1992,-0.29135697801144933
COM,1993,-0.3152678379570937
COM,1994,-0.08358294424382096
COM,1995,-0.10876051444155421
COM,1996,-0.14508802226944595
COM,1997,-0.024994508789213388
COM,1998,-0.13779995295171377
COM,1999,-0.157876283935801
COM,2000,-0.10491699151958889
COM,2001,-0.05703621349426613
COM,2002,-0.13982851385723172
COM,2003,-0.3998088270386071
COM,2004,-0.5607061643174661
COM,2005,-0.4398651884704541
COM,2006,-0.5143832020682115
COM,2007,-0.7175551060252713
COM,2008,-0.7795448197896718
COM,2009,-0.7436713473034069
COM,2010,-0.7821524715909929
COM,2011,-0.7787973581541862
COM,2012,-0.6715498603355943
COM,2013,-0.7378527463822947
COM,2014,-0.7338120792111945
COM,2015,-0.531420902391564
COM,2016,-0.5049099860602547
COM,2017,-0.5132967666967627
COM,2018,-0.5948123490973639
COM,2019,-0.5897586227873182
COM,2020,-0.5637108200568675
COM,2021,-0.6831173528405595
COM,2022,-0.6832782502807931
COM,2023,-0.6625651285611958
CPV,1960,0.42912616577788687
CPV,1961,0.45109523174607347
CPV,1962,0.3118688629266113
CPV,1963,0.2589885827222531
CPV,1964,0.2595273704052714
CPV,1965,0.259082469702246
CPV,1966,0.32635645480975817
